id	sentence	sentiment
2db4025d-7119-49f0-be87-41088b4a6404	It’s a typical movie that doesn’t stand out in any way.	2
e63aae94-53cd-47d6-a90d-58042a133c36	One of the best films of the year, an absolute must-see.	4
2f035a67-c6ba-45a2-b3a8-1a3f67440c1a	The movie is fine for a one-time watch but lacks any lasting impact.	2
a0daae29-8add-4814-949b-443a192e910a	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
9d66e1fa-b277-4d54-9412-80ca954303d0	Despite a few strong performances, the plot ultimately falls flat.	1
b7aa1b68-3056-42f5-b1e9-cdb7f523b309	An enjoyable film that offers a satisfying experience overall.	3
34849eac-b882-4710-8570-291263422cbf	Some aspects of the film were interesting, but overall it disappointed.	1
d0bdbc1c-6872-4edb-9b31-3d534124c804	Nothing special, just another movie that fades into the background.	2
adfe46c5-ac0c-46c9-b0d2-7b110d84caf9	One of the best films of the year, an absolute must-see.	4
d8393df1-8821-401a-a3c8-436430b05f78	The movie is fine for a one-time watch but lacks any lasting impact.	2
d211685d-7eee-4921-bca7-ae4256ab60db	A complete waste of time, nothing redeeming about it.	0
523e96f2-2247-4c56-a3cf-31fca858ee65	The film was average, with nothing particularly good or bad to say.	2
b15ce220-574e-4db9-ade7-8a45f4f1664b	The movie had some great moments, even if it wasn’t perfect.	3
910d7dc8-9699-4068-ae3d-269007472d01	A complete waste of time, nothing redeeming about it.	0
5ddc662c-b169-4205-a948-e6b0667a84f9	The storyline is incoherent and the acting is abysmal.	0
54de536a-fd4c-4dd4-8d73-2155e0c916a8	The movie is fine for a one-time watch but lacks any lasting impact.	2
2abe625d-0857-41d4-ab8c-cc7c09868f3a	A mediocre effort that struggles to find its footing in a crowded genre.	1
d309a8c6-ba63-4b2e-bbf1-f7380ca35962	The storyline is incoherent and the acting is abysmal.	0
3de078d3-22e5-4659-ae26-003d8cbafb25	This is one of the worst films I've seen in a long time.	0
182ae799-d0df-4aa6-8243-29e9cd630895	One of the best films of the year, an absolute must-see.	4
16650fe0-c618-4c11-9045-cba1a11180a8	A complete waste of time, nothing redeeming about it.	0
31e5924c-8a4a-4f21-a12e-acd241193a9d	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
aaa90f76-a6f4-467b-9b8d-a1dff6ae2f5c	A solid movie with strong performances, though not without its flaws.	3
cda88a87-a795-4837-9c3e-52ab4c3b6e97	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
929cfbe8-7d9e-4a68-a712-69de1592e0e4	One of the best films of the year, an absolute must-see.	4
48aa3daf-8240-49d2-8c2f-247fc71c6193	A complete waste of time, nothing redeeming about it.	0
927b4167-97c7-435e-8bda-81bb41ec0783	Terribly executed and painfully boring.	0
ccb1bbd1-2fc6-489a-b769-5f86ac737dc6	An exceptional film that sets a new standard for the genre.	4
1e8d7421-3827-4a98-b2d2-4c9abb622724	It’s a typical movie that doesn’t stand out in any way.	2
53724f75-b6fa-465c-9ff1-a74e48424cf3	The movie had some great moments, even if it wasn’t perfect.	3
430ee6d7-22c9-44ab-bdd9-5dfeaf6e4485	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
f836cece-32ac-44f2-b05e-f021d1154d68	A solid movie with strong performances, though not without its flaws.	3
ebe214cb-c991-4c0f-990d-e5fabbee6417	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
fb9dde83-35d7-44cb-b96b-6b77f61df42e	This movie does a good job at keeping the audience entertained.	3
21ee6144-1e84-48fb-93fa-753cc0385cb2	Despite a few strong performances, the plot ultimately falls flat.	1
7eb5a551-62dc-4a46-875e-de3081aee7cc	The movie had some great moments, even if it wasn’t perfect.	3
2f198c18-a646-4b77-91e9-fea626501536	This movie does a good job at keeping the audience entertained.	3
41041eca-2ca2-4e54-a430-c570cd026d30	The film was average, with nothing particularly good or bad to say.	2
67077f31-0f6d-487e-b9a8-f9476f7eafa7	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
2f38a5a1-43b1-4e8b-8d15-65b11051fd91	An exceptional film that sets a new standard for the genre.	4
4802ce4d-e806-416d-805c-42703b58f2fb	Despite a few strong performances, the plot ultimately falls flat.	1
61eb10c1-31b2-4865-9210-5f6451844259	Nothing special, just another movie that fades into the background.	2
d1cf64a3-517a-49d6-9b85-7f9a934fc45e	An exceptional film that sets a new standard for the genre.	4
6a8d13db-0b66-4bb7-9151-4983cdba2113	It’s a typical movie that doesn’t stand out in any way.	2
4ee2ca71-d757-41c9-87d7-ab6e710aeaed	The film had potential, but it was bogged down by poor pacing.	1
4cfd5985-9662-45de-bec1-2f92e17f546e	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
78ab226a-69dc-4bb8-89fa-3b797a5c8b34	Nothing special, just another movie that fades into the background.	2
df2b9f7d-ce59-4dc5-a6b4-b0b00fd43a02	Some aspects of the film were interesting, but overall it disappointed.	1
23620da0-905f-4dcc-a30c-f20cb796cce3	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
ce045d72-40bb-4172-8962-9089fe79939b	The movie had some great moments, even if it wasn’t perfect.	3
a528f471-ebc5-456a-b824-d21f28b7ba3d	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
813e9dab-7052-432b-90d4-14702c68e094	An enjoyable film that offers a satisfying experience overall.	3
841dcb01-f70e-44d3-aedc-ee798224b7c3	The story was predictable, but the acting was decent.	2
ba3e5afb-e807-4881-bc61-6661522759d7	An uninspired plot and lackluster performances make this a movie to skip.	0
933ff67c-eec5-43d4-8fdb-379db4da43e4	Despite a few strong performances, the plot ultimately falls flat.	1
5531538c-3b1a-4371-b013-5632d43ad094	A complete waste of time, nothing redeeming about it.	0
f7054b79-b656-4f20-9ce6-695adaa2d3e4	A solid movie with strong performances, though not without its flaws.	3
a415aeff-cb7e-4af6-b392-a7ffdd239220	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
aaa399d0-5683-4398-baca-445f975ce81b	An exceptional film that sets a new standard for the genre.	4
928ed5d4-9174-4f1e-8903-c815e7106605	The storyline is incoherent and the acting is abysmal.	0
a3061ffc-5fbb-4d54-a8ec-d2ee0d90a6ed	The movie is fine for a one-time watch but lacks any lasting impact.	2
109a22f8-7cdf-4c5d-b40d-db2b03c4ca20	A complete waste of time, nothing redeeming about it.	0
7d2105b7-59df-42fb-9341-a1230922d282	One of the best films of the year, an absolute must-see.	4
4b72f0e7-04c4-43d0-af21-f5108d42b91e	Nothing special, just another movie that fades into the background.	2
727a78aa-ee1d-4990-bb1f-b728c558b4a3	An uninspired plot and lackluster performances make this a movie to skip.	0
1436d6ad-f143-465a-b26e-ce9998babaa9	A solid movie with strong performances, though not without its flaws.	3
d12c17c4-df4b-4789-a0fb-984a0bd654f3	An enjoyable film that offers a satisfying experience overall.	3
e92985e5-e582-4dc5-aafe-2cb35c7c618c	A solid movie with strong performances, though not without its flaws.	3
29a58cf1-eb21-4d36-8fce-25eb76af6db9	Despite a few strong performances, the plot ultimately falls flat.	1
27f03b0b-8012-407d-bd59-cce96fa2583e	A mediocre effort that struggles to find its footing in a crowded genre.	1
83b08ed2-deb2-4885-9825-f6790b4cfeec	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
36359b4c-206e-4417-a460-5ae1fa37287c	The story was predictable, but the acting was decent.	2
c6020628-e7f3-4923-9381-2667a39aa27b	The movie had some great moments, even if it wasn’t perfect.	3
e48435b6-52d2-470c-be05-1f106b86445b	A solid movie with strong performances, though not without its flaws.	3
0590052c-d99e-48ba-b84b-0b738af56908	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
95e0cf1d-dc96-4d82-9cd1-25e69e6565a6	A complete waste of time, nothing redeeming about it.	0
feb11fa4-9ab8-4efc-bee3-dc96a21513e2	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
b727a4d2-a5b2-4709-94f0-547c903519b3	The movie is fine for a one-time watch but lacks any lasting impact.	2
c8a33c31-a5df-4422-9d56-42669e545a65	A complete waste of time, nothing redeeming about it.	0
f999144d-f0ba-454a-a474-7eeba8c46c22	Nothing special, just another movie that fades into the background.	2
5293fd69-5cf6-4068-8234-f5441f5c691c	Nothing special, just another movie that fades into the background.	2
cbc5a8cb-ae98-4961-b241-fccc97fb1af2	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
c0be7368-59e0-431c-89fc-4d6d84e7d3d8	An enjoyable film that offers a satisfying experience overall.	3
54ee45b6-befe-4c77-a5b4-92345e7c4ac3	One of the best films of the year, an absolute must-see.	4
e99314c8-5d92-495a-96b0-ca48c54cda89	The storyline is incoherent and the acting is abysmal.	0
dcbeca6a-64f7-4b17-8117-ba26aa47cb7a	An exceptional film that sets a new standard for the genre.	4
dbb3c81f-c69e-4273-9adc-5290ad9fa6c8	The movie had some great moments, even if it wasn’t perfect.	3
d8b1488a-c03b-4e13-a7cf-480b6e168ff4	The film had potential, but it was bogged down by poor pacing.	1
66067040-c1a5-441b-82db-42d918a02eea	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
0a6831f0-df2a-422b-9eb3-0e483304d2b8	The storyline is incoherent and the acting is abysmal.	0
327d2975-7343-4047-ba4c-2bb42a452366	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
1041fbef-395d-4f14-a500-b9a71900ca04	It’s a typical movie that doesn’t stand out in any way.	2
f468bd85-153a-4c06-9dc7-0f5cc1ff1817	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
31ef500f-5d09-4ac0-98f8-006a7f7552dd	The movie had some great moments, even if it wasn’t perfect.	3
f9d192bd-afc7-439d-a67e-c2c37c258c75	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
a89c8aa0-2e77-4f90-9091-42b23754f5c4	This is one of the worst films I've seen in a long time.	0
db025ba4-d1d6-464d-9777-928dd60afc1e	It’s a typical movie that doesn’t stand out in any way.	2
c9701e85-9c84-4df2-9adf-0c3f052615a4	Some aspects of the film were interesting, but overall it disappointed.	1
97f95b15-c1ba-4099-90ca-00488e43f70e	Nothing special, just another movie that fades into the background.	2
e23af00a-d3d0-4c1e-adb2-0e498db40439	A solid movie with strong performances, though not without its flaws.	3
aa0c1c6a-72a6-4b78-8cfd-a94c45b7795a	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
64d5070c-1693-4ff2-93de-ab95082e98d1	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
8f59a6c5-3432-4858-b661-c14f7e43b8e7	Despite a few strong performances, the plot ultimately falls flat.	1
69edb8ea-f18c-4a97-af03-c1392c31e8f6	The movie is fine for a one-time watch but lacks any lasting impact.	2
4f75cf5a-11d9-4600-acdb-efb3c85e0761	Despite a few strong performances, the plot ultimately falls flat.	1
1b52dd3a-7ae4-4564-b812-386d1de28596	The story was predictable, but the acting was decent.	2
10cdf8d5-ec13-4a1b-bc5a-89acd4c27e65	An exceptional film that sets a new standard for the genre.	4
d4bf32fa-e033-4610-89e6-5b675695b67e	A complete waste of time, nothing redeeming about it.	0
f4dd757f-7bb7-4d82-9cad-ea76e2f9bf6b	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
c095a96a-0050-4ddf-9338-5c15cab91068	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
c50b3c50-5e43-4845-8f05-f6ed6474be83	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
5cc41ba0-68cc-461d-8f30-49ae0f659a75	An exceptional film that sets a new standard for the genre.	4
647bc64f-3d45-4f15-bb7a-2e29e5e856f3	The storyline is incoherent and the acting is abysmal.	0
5abd4cf6-2c47-4dc3-9ca1-81bb99d5880f	An uninspired plot and lackluster performances make this a movie to skip.	0
d558d418-b60f-40fd-a51e-37b759bff21c	The film was average, with nothing particularly good or bad to say.	2
0da61414-8d86-44b0-af2c-af525baabd8f	It’s a typical movie that doesn’t stand out in any way.	2
80897870-6ced-4def-9aef-5af86dbb5a2e	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
e9d2527b-84ec-4285-a716-975951f0d21c	Terribly executed and painfully boring.	0
27a16d34-f2fb-4fe1-bf01-a5d236b0f3d0	Terribly executed and painfully boring.	0
6b278796-f879-4e12-b9f8-4e5c5f7fbfac	One of the best films of the year, an absolute must-see.	4
3a3e4528-9e65-4036-89e7-1721da7f50c8	Some aspects of the film were interesting, but overall it disappointed.	1
87273616-783a-4ec1-bbc0-efbc51ab8428	A solid movie with strong performances, though not without its flaws.	3
f054da6d-6d67-4932-9f5e-fa4ec76532ff	Nothing special, just another movie that fades into the background.	2
b860b657-aa32-495e-bfe0-d75d6087eda6	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
65361089-13eb-4de6-b659-47a945ca6be5	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
3448987d-9a87-4a76-b0b5-326571cb8807	The film was average, with nothing particularly good or bad to say.	2
ec74bbc3-db9c-4a34-8f30-2845e7cd0ed6	The storyline is incoherent and the acting is abysmal.	0
84d77b02-9511-4fcf-9034-7d8435a1ce38	Nothing special, just another movie that fades into the background.	2
218003ac-22f7-4723-8f79-80681ac2df71	The story was predictable, but the acting was decent.	2
882daf62-4336-42dd-89c4-efe283603990	Despite a few strong performances, the plot ultimately falls flat.	1
1112a1b7-4e28-4b90-b985-7aa98e7a2c15	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
48c93e54-8194-436d-b07a-4665064ba48b	One of the best films of the year, an absolute must-see.	4
e43f7fa9-dbeb-47e5-8904-a384dbc381e2	The movie had some great moments, even if it wasn’t perfect.	3
7d3d3a99-6c7c-4ea5-80bf-76a5eaa87570	Despite a few strong performances, the plot ultimately falls flat.	1
5f684c48-f4e2-4679-afa6-ff4f6d458db7	An outstanding performance by the cast in a truly remarkable movie.	4
d1bfc51a-258d-4380-9c69-7baa8e58b8bb	Nothing special, just another movie that fades into the background.	2
4967c051-9e53-4edf-9b15-f23b0c34ae14	The story was predictable, but the acting was decent.	2
e05b5fb2-18ee-4bad-a724-82ffc4316953	The film had potential, but it was bogged down by poor pacing.	1
6275b875-3bd5-402c-b6d4-fde36819d22f	A complete waste of time, nothing redeeming about it.	0
600380df-4417-4981-a642-52c6bdef57dd	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
371dc154-2c45-4bc0-9bf2-573ffd890cc9	It’s a typical movie that doesn’t stand out in any way.	2
58f004ed-8d58-4805-ace6-1cee779ca8a4	A mediocre effort that struggles to find its footing in a crowded genre.	1
2206cdb2-bc01-4523-8cec-d8e5ba8d77eb	Terribly executed and painfully boring.	0
4ee90a53-ed3f-4da9-9b6c-9b0787b63a9a	An exceptional film that sets a new standard for the genre.	4
cd7117c9-6fdf-4cc3-a204-b4c63e997237	An uninspired plot and lackluster performances make this a movie to skip.	0
43cd885a-e1a8-40c7-b06a-72542aaaed60	One of the best films of the year, an absolute must-see.	4
6899dd94-8368-47ab-a263-2a383fc0a5c4	An exceptional film that sets a new standard for the genre.	4
74c7cc15-533c-4887-ad7c-2b158a79e9a3	One of the best films of the year, an absolute must-see.	4
331bd3bf-22bd-4676-91de-4c0801ed758f	It’s a typical movie that doesn’t stand out in any way.	2
dbf0fb8c-43de-446d-a2fa-9996e65c8396	The storyline is incoherent and the acting is abysmal.	0
8977f741-efc8-474c-b53b-3a0d6cdfd9f5	A mediocre effort that struggles to find its footing in a crowded genre.	1
5eb4277f-c2ba-445f-a91e-3c45798fe459	An outstanding performance by the cast in a truly remarkable movie.	4
0b7e3d4c-43e9-4f6b-8a0f-55dcf76b5911	The storyline is incoherent and the acting is abysmal.	0
2ddcb6a2-4a5a-4142-aedd-67b9ae65ed14	The film was average, with nothing particularly good or bad to say.	2
a8e40ca8-8a3d-4438-b268-f039f9480822	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
d21f29d4-9c26-4430-bb44-906508de5136	Despite a few strong performances, the plot ultimately falls flat.	1
5238cd33-dbd2-41ca-91f5-1198e7fcc058	The movie had some great moments, even if it wasn’t perfect.	3
067aeba6-5200-40c8-ba61-c7751483f3ab	A solid movie with strong performances, though not without its flaws.	3
05e629e9-43b1-4a9b-b23d-0da401795011	It’s a typical movie that doesn’t stand out in any way.	2
ca7692ff-36af-451b-bc12-d7acd89abab2	An uninspired plot and lackluster performances make this a movie to skip.	0
ad44940c-bc32-4b34-ac4f-8c11af761309	The movie is fine for a one-time watch but lacks any lasting impact.	2
2fe55e6f-59bf-46c3-abf9-a8b0d08a024a	Some aspects of the film were interesting, but overall it disappointed.	1
fac71d75-efc1-4a2d-a888-0ec77ac06555	The movie is fine for a one-time watch but lacks any lasting impact.	2
6ae1caf4-34fb-441c-9097-6d832ef638d0	The film had potential, but it was bogged down by poor pacing.	1
4dc3d5bc-077f-409b-8173-e326b36a285d	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
8be1b92f-92e8-4db4-af37-54ee22fedfb2	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
ccb2cc03-9ec9-4171-b4a8-3ca2f5571907	The story was predictable, but the acting was decent.	2
bba2bf4a-d213-4d02-82d3-ff6ef064b7c4	An outstanding performance by the cast in a truly remarkable movie.	4
b24084b5-ba22-411e-bd14-c01afebcbf38	The film was average, with nothing particularly good or bad to say.	2
d5929f62-f8de-4321-806b-7ddb20a7dd9c	An uninspired plot and lackluster performances make this a movie to skip.	0
54a17b70-f66b-41cf-8403-3533b5f9be84	The movie had some great moments, even if it wasn’t perfect.	3
91e056bc-add3-4aa2-9903-38d34d2fe6f4	Terribly executed and painfully boring.	0
c22f9c3e-8753-4b7e-97b4-839a387564ae	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
15cc734a-9e8a-46d3-a34f-bce3631fe1e9	The storyline is incoherent and the acting is abysmal.	0
0adf81d0-52c8-4a26-ac3b-32aec15b8685	Some aspects of the film were interesting, but overall it disappointed.	1
596f657f-5403-486f-b0ed-0d9ba5ddad97	An outstanding performance by the cast in a truly remarkable movie.	4
dfc44795-6cf6-43b5-a1cb-202d15b64720	An enjoyable film that offers a satisfying experience overall.	3
1e7861ce-7e75-480c-a1f9-4216898bc3f9	A solid movie with strong performances, though not without its flaws.	3
7b1fd547-5914-4d85-b1b1-6f352f55d3ca	This is one of the worst films I've seen in a long time.	0
c01e5871-a39a-4fae-a96a-4b882366bebc	One of the best films of the year, an absolute must-see.	4
b25715e4-dcca-4d2e-a5fb-58fb925b963c	The movie had some great moments, even if it wasn’t perfect.	3
bd972f6e-2ce5-4376-9d61-e27ffb47b445	The film had potential, but it was bogged down by poor pacing.	1
64cb28cd-e4aa-4dd1-a269-0bad37139170	This movie does a good job at keeping the audience entertained.	3
92c18d7f-2b62-4f89-bfb4-f1ba1061ecd0	A solid movie with strong performances, though not without its flaws.	3
ad94cc3c-d75f-455e-95d2-b0fbb6b92f7a	A solid movie with strong performances, though not without its flaws.	3
b3acc289-8e08-47c2-8313-3f687fa43441	The movie is fine for a one-time watch but lacks any lasting impact.	2
d77eb20b-dcd6-442e-91e2-bf49f1988571	A solid movie with strong performances, though not without its flaws.	3
01133524-5157-447d-8861-523e1deff957	The film was average, with nothing particularly good or bad to say.	2
00c339ea-3837-442f-9ad5-af3cbe2a8883	The story was predictable, but the acting was decent.	2
5ad35f6e-f992-4561-9c70-2f1c2ad92f90	Nothing special, just another movie that fades into the background.	2
acb4b4a9-95d5-4669-a33a-cc85e51a7ab7	An exceptional film that sets a new standard for the genre.	4
a4568e0c-33fe-4ba5-beb3-1c8366c61263	An outstanding performance by the cast in a truly remarkable movie.	4
367bd7ad-cec7-4a41-8da7-0507ad524b29	The film was average, with nothing particularly good or bad to say.	2
78ea4065-5216-4bb3-bf8f-c6db5b9d4dfd	The movie had some great moments, even if it wasn’t perfect.	3
806e3e50-b603-4cbc-8dda-df0aa92909cc	The film was average, with nothing particularly good or bad to say.	2
bd037cd3-a12c-4d63-9602-8729b2757bdd	An uninspired plot and lackluster performances make this a movie to skip.	0
b53c0f4c-9aaf-4d40-86b4-b65c90e1310d	One of the best films of the year, an absolute must-see.	4
8cb8867f-1d30-4a3b-8ac1-99b634fb83f7	The story was predictable, but the acting was decent.	2
77c4d3c7-7b46-47c1-b927-bc1676f2594a	An uninspired plot and lackluster performances make this a movie to skip.	0
5eb7e590-995a-4cc5-87e4-ec0b0e6ae73a	Despite a few strong performances, the plot ultimately falls flat.	1
c8b35d1f-e739-4549-9d36-7c524b6acafe	Nothing special, just another movie that fades into the background.	2
8a60e463-20b7-4f07-877f-3986fdf56744	The film had potential, but it was bogged down by poor pacing.	1
c6ea088d-fcf7-40b9-8814-e84804ba4823	A mediocre effort that struggles to find its footing in a crowded genre.	1
0dfad923-0786-44ff-a91d-8ce72ee411cd	Some aspects of the film were interesting, but overall it disappointed.	1
2b8103e0-3940-4699-bf53-4485e704d3e0	A mediocre effort that struggles to find its footing in a crowded genre.	1
ab7c629b-f9a8-4f04-9df6-0bd6cb7c1a4e	An enjoyable film that offers a satisfying experience overall.	3
c54a28e4-65cb-46ea-9a0e-61e803e4c221	The movie is fine for a one-time watch but lacks any lasting impact.	2
e226af61-a70c-4f15-ac08-26fa572287ef	This is one of the worst films I've seen in a long time.	0
ac01e46e-e4ba-49a1-8b8a-4e96fa20614a	Terribly executed and painfully boring.	0
bd72d6c9-b55f-46bf-a7b3-776d851c7c4b	An enjoyable film that offers a satisfying experience overall.	3
c560541c-361d-49f5-9a6a-ca54c311afcc	The film was average, with nothing particularly good or bad to say.	2
7fe5c9e2-0fdc-4b6a-b6eb-027443b45894	The movie had some great moments, even if it wasn’t perfect.	3
a990b86e-23a7-4017-a7fe-63ada80a23af	A solid movie with strong performances, though not without its flaws.	3
2e432d5a-2791-4a44-a946-bf411b00ede2	An exceptional film that sets a new standard for the genre.	4
59465418-a769-4b6b-9ebc-6e4465eceb9d	Some aspects of the film were interesting, but overall it disappointed.	1
b3f655d6-bcb9-49e8-bb7a-2674d3f39fbe	This is one of the worst films I've seen in a long time.	0
de4dc3be-e9c3-4bc6-ab90-9c1f521a92ad	The story was predictable, but the acting was decent.	2
52d3b34a-42a1-4b65-9761-32a9f414773c	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
deb641ae-618d-4213-9734-834511eca1fa	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
6a33997a-04d7-40a8-804d-bb828afbcde1	This movie does a good job at keeping the audience entertained.	3
ed9969e1-cd51-4fde-bd04-83f22ecc1e44	The film had potential, but it was bogged down by poor pacing.	1
c5fa16f0-9a67-46cc-94ea-4c3547edb7d3	The storyline is incoherent and the acting is abysmal.	0
ec796c25-654e-4f40-a645-2a6fc08e1b10	An uninspired plot and lackluster performances make this a movie to skip.	0
34d51ef1-18ae-446e-a6e3-102d240326e8	An enjoyable film that offers a satisfying experience overall.	3
e8cbab3d-d5d1-42cc-8256-29f384dc0409	Nothing special, just another movie that fades into the background.	2
070a4713-70c8-44c7-9331-2029c78e2ab0	Terribly executed and painfully boring.	0
26521296-227f-4d90-b111-e6a17e14cf7c	This is one of the worst films I've seen in a long time.	0
5a73c656-e256-4f4a-a7cd-b987fbeafd6e	An uninspired plot and lackluster performances make this a movie to skip.	0
2d696981-f856-493b-81db-ec84f4d739f8	The movie had some great moments, even if it wasn’t perfect.	3
c3748a01-d401-46a0-bf9a-66a150137289	Terribly executed and painfully boring.	0
97a14a9d-8059-4b06-a2e9-898308355162	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
6879c4c4-0f2e-4db2-8c29-5480f01e44ae	The film was average, with nothing particularly good or bad to say.	2
a26b1975-5dfb-4199-8cd5-bd8bfb3e1925	Terribly executed and painfully boring.	0
1b24e1c6-df24-448b-8dd2-81afa7049fd2	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
d331be58-f08c-49da-89d7-f8934fad149b	It’s a typical movie that doesn’t stand out in any way.	2
804a49b6-be05-4701-806a-603c320bfa24	A mediocre effort that struggles to find its footing in a crowded genre.	1
8cd76f16-549f-4464-afa8-94b3a140a424	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
e2740602-e78b-44e1-91db-3a78283a7a24	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
443145aa-41f3-4e61-92fd-c982c665a6ae	One of the best films of the year, an absolute must-see.	4
5a73cdd9-4071-45da-b8f8-170b7ede5347	The film was average, with nothing particularly good or bad to say.	2
db81d28c-c568-4d7a-9c07-ddf2a125aa5e	The storyline is incoherent and the acting is abysmal.	0
e31804d5-4d16-4188-9df8-66bf93fbd2dd	The storyline is incoherent and the acting is abysmal.	0
ef00120d-ee59-49ea-92f3-f5f2f31f669d	The movie fails to deliver on its promising premise, resulting in a forgettable experience.	1
1d34ae9f-2ed3-41e9-87b9-a0c613b5b2b8	The story was predictable, but the acting was decent.	2
fb975922-ed7f-49da-98af-087c4576beee	An uninspired plot and lackluster performances make this a movie to skip.	0
032b805a-f39f-4064-8de3-6a2d88c4bdca	The storyline is incoherent and the acting is abysmal.	0
f3c03be8-a704-40ce-9b55-e6c7274f8f3f	The movie had some great moments, even if it wasn’t perfect.	3
7eced930-8467-4220-8e85-34e05856b6ad	Terribly executed and painfully boring.	0
ad5c1970-5a5a-496d-8b76-63d0712aeae0	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
fa763595-73e1-4402-9343-3e315091ece6	This movie does a good job at keeping the audience entertained.	3
7c88110c-853c-4acd-b87a-1bcc8761508c	An exceptional film that sets a new standard for the genre.	4
f9d8d696-d630-436f-95da-0b2f8bc5c3d6	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
ae93e748-4b06-4f3a-9367-8164027b703f	A complete waste of time, nothing redeeming about it.	0
6c3cc7ef-0574-46fe-a671-3e69909f5b2b	Terribly executed and painfully boring.	0
866dc655-0342-4dc7-90aa-308c62643c06	The film was average, with nothing particularly good or bad to say.	2
1b2af757-f518-460b-a249-b0399ffd6bca	The film had potential, but it was bogged down by poor pacing.	1
ce6672c8-15b7-4641-b735-8269af2859ea	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
c27f0434-8388-415b-800e-aa5b56e19246	Nothing special, just another movie that fades into the background.	2
3271442a-89c9-4051-a8e0-b981e0e985a9	Some aspects of the film were interesting, but overall it disappointed.	1
0b0f3630-0923-4464-b2e4-d73ff28eaa2e	A mediocre effort that struggles to find its footing in a crowded genre.	1
63c46293-a6c1-4845-bfd0-27aeba90b410	This is one of the worst films I've seen in a long time.	0
3fe30f4a-42ab-4b01-97ef-521e8f64ea14	A thrilling ride from start to finish, with enough twists to keep you engaged.	3
410ca4f5-ed82-4fc8-977f-845c1dda84d6	An outstanding performance by the cast in a truly remarkable movie.	4
ac7c3fa6-8314-45b8-b115-9af8ac570bda	The film is a poignant exploration of love and loss, leaving the audience deeply moved.	4
a129dcf0-ed48-400c-a241-71ca4d15af64	This is one of the worst films I've seen in a long time.	0
32f8b82f-584f-4d81-a7f0-d555eedb0c68	Despite a few strong performances, the plot ultimately falls flat.	1
eaff2788-1a9b-4b79-be11-6387a0254936	A complete waste of time, nothing redeeming about it.	0
159653d6-e49a-4dc7-8919-1ff434f402c3	An enjoyable film that offers a satisfying experience overall.	3
1aba0106-8021-4bad-8def-b75f604cc86c	It’s a typical movie that doesn’t stand out in any way.	2
acbff8b2-dfd4-458c-a737-aeab1e6bba67	Despite a few strong performances, the plot ultimately falls flat.	1
aace8f80-8845-4a9c-9e96-d67d4429370b	A visual masterpiece with a soundtrack that perfectly complements its epic scope.	4
0ede2913-db4a-4e8d-bd82-eb3473e6a46d	The film had potential, but it was bogged down by poor pacing.	1
54965b76-3713-4b19-b4fb-7f697fee01a5	The film had potential, but it was bogged down by poor pacing.	1
84bb3e73-daea-4beb-a202-2968392203f9	This movie does a good job at keeping the audience entertained.	3
b06cb45b-f0e2-4db5-81ce-f69942057cf3	An exceptional film that sets a new standard for the genre.	4
